, ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,number_articles_newsbank
247,6977668.0,https://www.abc.net.au/news/6977668,Fact check: Is Australia's military contribution to the fight against Islamic State the second largest?,"Foreign Minister Julie Bishop claims Australia's contribution to the training mission in Iraq of 380 personnel is the second largest after the US, but there is more in the theatre than just training personnel.",Julie Bishop,Overstated,Liberal,Foreign Affairs,Defence,Tue Dec 22 06:59:15 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-12-22 06:59:15,0
248,7030538.0,https://www.abc.net.au/news/7030538,Fact Check: Are smart drum lines just a PR exercise?,"Humane Society International's Michael Kennedy, claims  a test of smart drums to protect swimmers from sharks in NSW is a PR exercise that will threaten other wildlife rather than make the beach safer.",Michael Kennedy,Overreach,Industry,Environment,Sharks,Wed Dec 23 06:43:12 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-12-23 06:43:12,0
249,7101798.0,https://www.abc.net.au/news/7101798,Fact check: Can a poker machine manufacturer use the TPP to challenge changes to gambling laws?,Independent Senator Nick Xenophon claims the proposed Trans-Pacific Partnership trade agreement could allow overseas poker machine manufacturers to successfully sue the Government for passing anti-gambling laws.,Nick Xonophon,Unlikely,Independent,Economy,"Gambling, TPP",Fri Feb 05 06:33:54 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-05 06:33:54,0
250,7114666.0,https://www.abc.net.au/news/7114666,Fact check: Do the world's 62 richest people hold the same wealth as the poorest 50 per cent?,Oxfam Australia CEO Helen Szoke claims the inequality gap between the rich and poor is widening faster than previously thought.,Helen Szoke,In the ballpark,Industry,Social Issues,"Inequality, wage gap",Wed Feb 03 07:00:52 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-03 07:00:52,0
251,7120278.0,https://www.abc.net.au/news/7120278,Fact check: Are 2.5 million Australians in poverty and are one quarter of them children?,"Labor Opposition Leader Bill Shorten claims millions of Australians, more than 600,000 of them kids, are living below the poverty line. But what do the numbers show?",Bill Shorten,Checks out,Labor,Social Issues,Poverty,Mon Feb 15 06:20:21 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-02-15 06:20:21,0
252,7132982.0,https://www.abc.net.au/news/7132982,"Fact check: Are 30,000 women and 100,000 men sleeping rough on the streets of Australia?",Former army chief and Australian of the Year David Morrison claims there are more Australians sleeping rough than there are soldiers in the Regular Army.,David Morrison,Wrong,Industry,Social Issues,Homeless housing,Thu Feb 11 06:55:51 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-02-11 06:55:51,0
253,7135894.0,https://www.abc.net.au/news/7135894,"Fact check: Were 301,000 jobs created in 2015?","Prime Minister Malcolm Turnbull claims the Coalition Government has created more than 300,000 new jobs in a single year.",Malcolm Turnbull,"Yes, but more to it",Liberal,Employment,,Thu Feb 18 07:07:42 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-02-18 07:07:42,0
254,7149720.0,https://www.abc.net.au/news/7149720,"Fact Check: Has the number of children in detention dropped from 2,000 to about 75 under the Coalition?","Prime Minister Malcolm Turnbull claims that, since the Coalition came to power three years ago, more than 95 per cent of kids have been removed from immigration detention.",Malcolm Turnbull,Overreach,Liberal,Immigration,"Asylum seekers, detention",Thu Feb 25 07:01:49 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-25 07:01:49,0
255,7171252.0,https://www.abc.net.au/news/7171252,Fact Check: Is Labor's schools policy fully funded?,"Shadow Treasurer Chris Bowen claims that Labor's decade-long schools policy, ""your child, our future"", is fully funded through future budget savings.",Chris Bowen,Rose coloured,Liberal,Education,,Tue Mar 01 07:12:23 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-01 07:12:23,0
256,7177866.0,https://www.abc.net.au/news/7177866,Fact check: Are Indigenous children 10 times more likely than non-Indigenous children to be living out of home?,"Greens Senator Sarah Hanson-Young claims that, compared to non-Indigenous children, Indigenous kids are far more likely to be living in formal out-of-home care.",Sarah Hanson Young,Fair Call,Greens,Social Issues,Indigenous,Wed Apr 13 06:21:18 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-04-13 06:21:18,0
257,7180812.0,https://www.abc.net.au/news/7180812,Fact check: Do most negative gearers earn a modest income?,"Treasurer Scott Morrison claims Australians on modest incomes make up the ""vast majority"" of negative gearers — with two-thirds earning a taxable income of $80,000 or less, and a similar proportion owning just one property.",Scott Morrison,Selective,Liberal,Economy,"property, negative gearing",Thu Mar 03 07:31:45 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-03 07:31:45,0
258,7196360.0,https://www.abc.net.au/news/7196360,Fact check: Did defence spending under Labor drop to its lowest level since 1938?,"Prime Minister Malcolm Turnbull claims the previous Labor government let defence spending, measured as a share of GDP, fall to pre-World War II levels.",Malcolm Turnbull,Not the full story,Liberal,Defence,defence,Wed Feb 24 16:37:21 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-02-24 16:37:21,0
259,7203556.0,https://www.abc.net.au/news/7203556,Fact check: What do the proposed Senate voting changes mean for above the line voting?,Liberal Democratic Senator David Leyonhjelm claims the Government's proposed changes to Senate voting — to abolish group voting tickets and introduce optional preferential voting above the line — will make it near impossible for small parties to win a seat.,David Leyonhjelm,Overstated,Independent,Politics,Politics,Thu Mar 10 17:26:51 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-10 17:26:51,0
260,7225790.0,https://www.abc.net.au/news/7225790,Fact check: Do world class cities lack lockout laws?,"Campaigners say Sydney is out of step with comparable international cities, which they claim do not have lockout laws. ",Tyson Koh,Exaggerated,Industry,Law and Order,Legislation,Wed Mar 16 06:42:59 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-16 06:42:59,0
261,7232258.0,https://www.abc.net.au/news/7232258,Fact check: Why Michaelia Cash's claims on 457 visas get mixed verdicts,"Employment Minister Michaelia Cash says the number of migrant workers on 457 visas doubled under Labor then fell under the Coalition, accounting for less than one per cent of Australia's workforce in 2016. Is she correct?",Michaelia Cash,"Correct, Cherrypicking",Liberal,Immigration,457 Visa,Wed Mar 23 06:26:27 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-23 06:26:27,0
262,7244972.0,https://www.abc.net.au/news/7244972,Fact check: Did the Greens win the seat of Melbourne in 2013 in their own right without having to rely on Liberal preferences?,"Greens MP Adam Bandt has accused Labor of ""begging"" the Liberals for voter preferences in the leadup to the 2016 election, claiming he retained his Melbourne seat in 2013 under his own steam, without Liberal preference flows.",Adam Bandt,Overstated,Greens,Politics,"politicsm, preferences ",Thu May 12 07:13:25 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-05-12 07:13:25,0
263,7245264.0,https://www.abc.net.au/news/7245264,Fact check: Is Labor's increased tobacco excise a 'workers tax'?,"Former prime minister Tony Abbott claimed that if Labor wins the 2016 election they will bring in five new taxes, including ""a tax on every worker having a smoko"".",Tony Abbott,Spin,Liberal,Economy,tobacco tax,Thu Mar 31 07:18:33 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-03-31 07:18:33,0
264,7253846.0,https://www.abc.net.au/news/7253846,Fact check: Did the 2015-16 Women's Big Bash League attract more viewers than the men's A-League?,"The inaugural Women's Big Bash League cricket competition scored a bigger TV audience than the men's A-League soccer season, the vice-captain of the Australian women's cricket team claims. ",Alex Blackwell,Fair Call,Industry,Sport,Sports,Sun Apr 03 16:57:54 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-04-03 16:57:54,0
265,7254880.0,https://www.abc.net.au/news/7254880,Fact check: Have firearm homicides and suicides dropped since Port Arthur as a result of John Howard's reforms?,"Nearly twenty years after the Port Arthur massacre, John Howard, the prime minister who overhauled gun laws, claims they led to significant falls in gun-related homicides and a 74 per cent fall in gun-related suicide rates.",John Howard,Not cut and dried,Liberal,Law and Order,"Gun laws, firearms",Thu Apr 28 06:50:52 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-04-28 06:50:52,0
266,7255276.0,https://www.abc.net.au/news/7255276,Fact check: Did some crossbench Senators get more votes than Government ministers in 2013?,"In response to claims that independent and minor-party senators gained more personal votes than Government ministers in 2013, Fact Check asks whether below-the-line votes can be used as a measure of ""personal"" support.",Senators,Misleading,Independent,Politics,Politics,Thu Mar 17 17:04:57 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-03-17 17:04:57,0
267,7284138.0,https://www.abc.net.au/news/7284138,Fact check: Has the Coalition taken billions of dollars from hospitals and not put it back?,"Victorian Premier Daniel Andrews claims hospitals have been shortchanged by the federal Coalition Government's new three-year funding deal, which he says does not return billions of dollars taken from the states and territories by the 2014 budget.",Daniel Andrews,Exaggerated,Labor,Budget(s),Hospital,Fri Apr 08 06:30:57 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-04-08 06:30:57,0
268,7310994.0,https://www.abc.net.au/news/7310994,Fact check: Did industrial disputes fall under the ABCC and rise after it was abolished?,"Employment Minister Michaelia Cash says industrial action in the construction sector fell after the Howard Government introduced a new building regulator, the Australian Building and Construction Commission and doubled after Labor abolished it.",Michaelia Cash,"Yes, but more to it",Liberal,Employment,,Fri Apr 15 06:42:45 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-04-15 06:42:45,0
269,7340868.0,https://www.abc.net.au/news/7340868,Fact check: Would building workers have less rights than ice dealers under ABCC laws?,"The CFMEU claims that if the Coalition re-establishes the Australian Building and Construction Commission, a worker will have ""less rights than an ice dealer"".",CFMEU,Nonsense,Unions,Employment,legislation,Wed Apr 27 06:18:47 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-04-27 06:18:47,0
270,7400702.0,https://www.abc.net.au/news/7400702,Fact check: Did the budget take from working mums and give tax cuts to millionaires?,"Labor Opposition Leader Bill Shorten claims the 2016 federal budget will boost the take-home pay of millionaires while cutting payments for working mums, arguing that a mother earning $65,000 with two kids at high school would lose more than $4,500 in government payments.",Bill Shorten,Misleading,Labor,Budget(s),"Taxation, Social Issues, Mothers' payments, Millioners",Fri May 13 06:28:54 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-05-13 06:28:54,0
271,7401096.0,https://www.abc.net.au/news/7401096,"Fact check: Do two-thirds of negative gearers earn under $80,000?","Assistant Treasurer Kelly O'Dwyer argues Labor's negative gearing policy would disadvantage average earners, claiming two-thirds of negative gearers have incomes of $80,000.",Kelly O'Dwyer,Exaggerated,Liberal,Economy,Taxation,Wed May 11 06:23:15 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-05-11 06:23:15,0
272,7407538.0,https://www.abc.net.au/news/7407538,Fact check: Did the Government triple the deficit and is debt $100b higher?,"Labor Opposition Senate Leader Penny Wong claims the Government has tripled the budget deficit in two years, and increased net debt by $100 billion since coming to office.",Penny Wong,Exaggerated,Labor,Economy,"Budget Deficit, Politics",Wed May 18 17:01:06 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-05-18 17:01:06,0
273,7409042.0,https://www.abc.net.au/news/7409042,Fact check: Is the Government not yet in caretaker mode?,"In response to accusations the Government was holding a defence industry roundtable during an election campaign, Industry Minister Christopher Pyne claimed that caretaker mode had not yet started.",Christopher Pyne,Wrong,Liberal,Politics,Elections,Thu May 12 16:46:52 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-05-12 16:46:52,0
274,7422540.0,https://www.abc.net.au/news/7422540,Fact check: Are the Government's super changes 'not at all' retrospective?,"Prime Minister Malcolm Turnbull claims changes to the tax treatment of superannuation for those who have high account balances or who plan to make large after-tax contributions in the future, are not retrospective.",Malcolm Turnbull,Close to the mark,Liberal,Taxation,Superannuation,Thu May 26 06:53:48 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-05-26 06:53:48,0
275,7427760.0,https://www.abc.net.au/news/7427760,Fact check: Has the Government cut billions out of public hospitals?,"Two weeks into the 2016 election, Labor Opposition health spokeswoman Catherine King claims the Government has cut billions from public hospital funding.",Catherine King,Misleading,Labor,Health,"Budget, Funding, Cuts",Thu May 19 17:15:59 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-05-19 17:15:59,0
276,7437786.0,https://www.abc.net.au/news/7437786,Fact check: Have bulk billing rates increased under the Coalition?,"Minister for Resources, Energy and Northern Australia Josh Frydenberg claims bulk billing rates have increased since the Coalition came to power, from an average of 79 per cent of services to 85 per cent.",Josh Frydenberg,Checks out,Liberal,Health,Bulk Billing,Fri May 27 06:27:21 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-05-27 06:27:21,0
277,7447682.0,https://www.abc.net.au/news/7447682,Fact check: Can ASIC do the same job as a financial industry royal commission?,"Labor promises to hold a royal commision into ""misconduct in the banking and financial services industry"". But Treasurer Scott Morrison claims there is nothing that ASIC can't do that a royal commission can do. ",Scott Morrison,Overblown,Liberal,Economy,"Banks, Royal Commission, Politics ",Thu Jun 09 10:38:11 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-06-09 10:38:11,0
278,7459392.0,https://www.abc.net.au/news/7459392,Fact check: Is government spending today higher than it was in the GFC?,Labor frontbencher Anthony Albanese claims spending is higher as a proportion of GDP in 2016 than it was during the global financial crisis.,Anthony Albanese,Incorrect,Labor,Economy,"GFC, global financial crisis, GDP",Tue May 31 06:48:40 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-05-31 06:48:40,0
279,7463706.0,https://www.abc.net.au/news/7463706,Fact check: Are there 'over a million 457s' in Australia?,"Independent Senator Jacqui Lambie claims 457 visas are partly responsible for a lack of employment opportunities in Australia, with more than a million such visas issued.",Jacqui Lambie,Wrong,Independent,Employment,"Palmer United Party, Immigration",Thu Jun 02 07:11:39 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-06-02 07:11:39,0
280,7466354.0,https://www.abc.net.au/news/7466354,Fact check: Do carbon emissions always rise under the Coalition?,"On its Facebook page, NSW Labor claims emissions always go up under the Liberals.",Labor,Misleading,Labor,Environment,"Emissions, Politics",Wed Jun 08 06:23:39 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-06-08 06:23:39,0
281,7467068.0,https://www.abc.net.au/news/7467068,Fact check: Would a vote among under 30s possibly deliver a Greens PM?,Greens Leader Richard Di Natale claims identity politics is breaking down and that a vote among people under the age of 30 could deliver a Greens prime minister.,Richard Di Natale,Far-fetched,Greens,Politics,,Fri Jun 10 06:30:42 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-06-10 06:30:42,1
282,7493190.0,https://www.abc.net.au/news/7493190,Fact check: Do the Greens want Sydney to be without an airport?,"Labor spokesman for infrastructure and transport Anthony Albanese claims the Greens would close Kingsford Smith Airport and oppose Badgerys Creek airport, leaving Sydney with no airport at all.",Anthony Albanese,Overreach,Labor,Politics,Infrastructure,Fri Jul 01 06:25:14 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-07-01 06:25:14,0
283,7495860.0,https://www.abc.net.au/news/7495860,Fact check: Was Labor responsible for 'a record deficit'?,Finance Minister Mathias Cormann claims Labor inherited a $20 billion surplus when it came into office in 2007 and then turned it into a record deficit.,Mathias Cormann,Wrong,Liberal,Budget(s),"Surplus, Defincit, Politics",Tue Jun 14 06:55:57 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-06-14 06:55:57,100
284,7505512.0,https://www.abc.net.au/news/7505512,Fact check: Is wages growth now the lowest since records began?,"Labor's 10-year plan for the economy, released a month before the election, claims wages growth in 2016 is the lowest it has been since records began.",Labor,In the ballpark,Labor,Economy,,Fri Jun 17 06:18:39 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-06-17 06:18:39,17
285,7509352.0,https://www.abc.net.au/news/7509352,Fact check: Has Australia's internet speed dropped from 30th to 60th in the world under the Coalition?,Opposition communications spokesman Jason Clare claims Australia's global rank for internet speeds has fallen significantly under the Coalition.,Jason Clare,Correct,Labor,Infrastructure,Internet,Tue Jun 21 07:04:51 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2016-06-21 07:04:51,0
286,7512106.0,https://www.abc.net.au/news/7512106,Fact check: Is Labor's economic plan the most comprehensive in living memory?,Shadow treasurer Chris Bowen claimed Labor's 10-year plan for Australia's economy was the most comprehensive economic plan an opposition had released in living memory. ,Chris Bowen,Wrong,Labor,Economy,Politics,Fri Jun 24 07:23:22 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2016-06-24 07:23:22,0
287,7541522.0,https://www.abc.net.au/news/7541522,Fact check: Why Peter Dutton's claims on the Coalition's record on refugees get mixed verdicts,"Immigration and Border Protection Minister Peter Dutton claims that he moved every child out of detention, brought record numbers of refugees in by plane and that nobody drowned at sea under Operation Sovereign Borders.",Peter Dutton,Mixed,Liberal,Immigration,Asylum seekers,Mon Jun 27 13:33:57 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-06-27 13:33:57,0
288,7549754.0,https://www.abc.net.au/news/7549754,Fact check: Did Labor previously make the same arguments as the Government on company tax?,Labor says the Government's proposed program of business tax cuts is a massive cut to multinationals. But Prime Minister Malcolm Turnbull claims Labor's support for corporate tax cuts in the past relied on the very same arguments that his government is now making.,Malcolm Turnbull,Close to the mark,Liberal,Economy,"Tax cuts, Corporate tax cuts",Wed Jun 29 17:53:31 EST 2016,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2016-06-29 17:53:31,0
289,8526768.0,https://www.abc.net.au/news/8526768,Fact check: Has the Government cut $22 billion from schools?,"Labor's education spokeswoman Tanya Plibersek says $22 billion worth of cuts to school funding over the next 10 years means the cuts would affect schools in the country and the city, including those in battling postcodes.",Tanya Plibersek,Misleading,Labor,Education,Budget cuts,Mon Jun 05 06:43:56 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-06-05 06:43:56,0
290,8538370.0,https://www.abc.net.au/news/8538370,Fact check: Did the Liberal Party lose a million votes last election?,Senator for South Australia Cory Bernardi sought to justify his defection from the Liberal Party by claiming the party's support at the last election had dropped by 1 million votes.,Cory Bernardi,Overblown,Independent,Politics,,Mon Jun 19 06:08:47 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-06-19 06:08:47,41
291,8542472.0,https://www.abc.net.au/news/8542472,Fact check: Did Malcolm Turnbull announce a tax cut for millionaires and a tax hike for workers in the budget?,Opposition leader Bill Shorten claims Malcolm Turnbull has announced a tax cut for millionaires and multinationals and tax hike for everyone else.,Bill Shorten,Over the top,Labor,Education,"Tax cuts, Millionaires",Thu Jun 08 06:56:12 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-06-08 06:56:12,0
292,8588166.0,https://www.abc.net.au/news/8588166,Just when you thought it was safe to bend the truth ? Fact Check is back!,"RMIT ABC Fact Check, a new partnership between RMIT University and the ABC, will combine academic excellence and the best of Australian journalism to inform the public through an independent non-partisan voice.",,,,,,Mon Jun 05 06:43:56 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2017-06-05 06:43:56,5
293,8589928.0,https://www.abc.net.au/news/8589928,"Fact check: Is the new bank levy similar to levies common right around the developed world, Europe in particular?","In the 2017 federal budget, the Government announced a levy on Australia's big banks, estimated to raise $6.2 billion over four years. Such levies, the Government claims, are common among developed countries.",Malcolm Turnbull,Exaggerated,Liberal,Economy,"Bank levy, Budget ",Wed Jun 07 06:59:52 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-06-07 06:59:52,0
294,8591552.0,https://www.abc.net.au/news/8591552,Fact Check: Is Pauline Hanson correct about a difference between a bank levy and bank tax?,"The controversial bank levy is tax deductible: the banks will be able to claim the amount of bank levy paid as a business expense, which will reduce the amount of corporate tax they have to pay on their profits.",Pauline Hanson,Flawed,One_Nation_Party,Taxation,Company taxes,Tue Jun 20 11:55:02 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-06-20 11:55:02,0
295,8605406.0,https://www.abc.net.au/news/8605406,Fact check: Do Australian taxpayers subsidise over half the cost of each student's higher education?,"Treasurer Scott Morrison asks students to pay more of their own education costs, while claiming taxpayers subsidise more than half the cost of every student's higher education.",Scott Morrison,Incorrect,Liberal,Education,"Subsidies, School fees",Wed Jun 14 06:27:29 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-06-14 06:27:29,0
296,8646494.0,https://www.abc.net.au/news/8646494,Fact check: Can you criticise the conduct of the courts or of a judge?,"Prime Minister Malcolm Turnbull says, in a free society, a person is entitled to criticise the conduct of the courts or of a judge, but a different standard applies when talking about cases that are before a jury. Are there any limits to what you can legally say about the justice system?",Malcolm Turnbull,More to the story,Liberal,Law and Order,"legislation, freedom of speech, Contempt of court, ",Thu Jun 29 06:18:14 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-06-29 06:18:14,100
297,8656754.0,https://www.abc.net.au/news/8656754,Fact check: Will the Government's new citizenship test demand a university-level standard of English?,"Tony Burke, the Opposition spokesman for citizenship and multicultural Australia, claims a new language test proposed by the Government would demand the same level of English proficiency that is required for university admission — a standard too stringent for some new migrants.",Tony Burke,Correct,Labor,Immigration,"Language requirements, English language test ",Wed Jun 28 05:59:56 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2017-06-28 05:59:56,0
298,8677814.0,https://www.abc.net.au/news/8677814,Fact check: Has trachoma among Indigenous kids fallen from 20pc to 4pc?,Former prime minister Kevin Rudd claims trachoma among Indigenous young people has declined since his National Apology to the Stolen Generations in 2008. ,Kevin Rudd,Overstated,Labor,Indigenous Affairs,"Indigenous, Health, Trachoma",Tue Jul 11 08:54:15 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-07-11 08:54:15,0
299,8694966.0,https://www.abc.net.au/news/8694966,"Fact check: Have 700,000 of the poorest-paid people received an effective pay cut?","In February 2017, the Fair Work Commission decided to reduce minimum Sunday and public holiday rates for some award workers in the retail, pharmacy and hospitality industries. Opposition spokeswoman for justice Clare O'Neil claims it amounts to a pay cut.",Clare O'Neil,Fanciful,Labor,Employment,"Wages, Pay rates, Awards, Nursing, Hospitality",Mon Jul 24 06:50:51 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-07-24 06:50:51,0
300,8719386.0,https://www.abc.net.au/news/8719386,Fact check: Can the Gonski 2.0 reforms be described as 'sector-blind'?,"The school funding debate has raised rival claims over whether the Turnbull Government's reforms are ""sector-blind"".","Simon Birmingham, Tanya Plibersek",Empty rhetoric,Multiple Parties,Education,"Funding, Schools",Thu Jul 20 06:34:49 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-07-20 06:34:49,0
301,8754958.0,https://www.abc.net.au/news/8754958,Fact check: Is it cheaper to fly overseas than get out of Alice Springs?,"It is cheaper to fly internationally than to an important regional centre like Alice Springs, claims Dale McIver of Tourism Central Australia.",Dale McIver,Fair Call,Industry,Infrastructure,"Travel, Flying, Tourism ",Thu Aug 03 06:48:26 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2017-08-03 06:48:26,0
302,8760614.0,https://www.abc.net.au/news/8760614,Fact check: Have women become better educated whilst the gender pay gap hasn't budged?,"While Australian women's educational attainment has steadily increased over the past two decades, the gender pay gap has been ""in neutral for 20 years"", says Shadow treasurer Chris Bowen.",Chris Bowen,Correct,Labor,Gender,"Education, Gender inequality",Wed Aug 02 06:43:10 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2017-08-02 06:43:10,0
303,8775992.0,https://www.abc.net.au/news/8775992,Fact check: Was Labor's PNG refugee deal for one year only?,"Former prime minister Kevin Rudd claims the 2013 Agreement with PNG for the processing and resettlement of asylum seekers was meant to be for one year only, but the Abbott/Turnbull governments have let it continue for longer.",Kevin Rudd,Rewriting history,Labor,Immigration,Asylum seekers,Thu Aug 10 06:54:41 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-08-10 06:54:41,0
304,8780588.0,https://www.abc.net.au/news/8780588,Fact check: Do more people die in Australia than Sweden due to poorly heated homes?,"Liberal MP Craig Kelly claims that poorly heated homes cause more deaths in Australia than in Sweden, despite our milder winters.",Craig Kelly,Overstated,Liberal,Health,"Economy, Costs, Heating, Social Issues",Wed Aug 09 06:43:33 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-08-09 06:43:33,0
305,8804976.0,https://www.abc.net.au/news/8804976,Fact check: Does the data show that income inequality has fallen?,"Treasurer Scott Morrison claims data shows that according to the accepted international definition of inequality, it has not worsened, it has actually improved.",Scott Morrison,Unjustified,Liberal,Economy,"Inequality, Opportunities",Wed Aug 16 06:49:29 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-08-16 06:49:29,0
306,8805598.0,https://www.abc.net.au/news/8805598,Fact check: Does a Corolla bought in the UK emit half the carbon dioxide of one bought in Australia?,"Opposition climate change and energy spokesman Mark Butler claims a Toyota Corolla bought in the UK is half as polluting as a Toyota Corolla bought in Australia, because Austalia does not have mandatory emission standards.",Mark Butler,Ill-informed,Labor,Environment,"Transport, Cars, Emissions",Thu Aug 17 06:55:36 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-08-17 06:55:36,0
