, ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,number_articles_newsbank
307,8826300.0,https://www.abc.net.au/news/8826300,Fact check: Is the same-sex marriage survey a completely novel idea that is not actually a plebiscite?,"Former High Court judge Michael Kirby claims the Australian Marriage Law Postal Survey (same-sex marriage survey) is not a plebiscite, but a voluntary, non-binding, non-compulsory vote of citizens that has never before been held under Australia's constitutional arrangements.",Michael Kirby,Correct,Industry,Social Issues,same sex marriage,Tue Aug 22 06:51:03 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2017-08-22 06:51:03,0
308,8827842.0,https://www.abc.net.au/news/8827842,Fact check: Is Australia the only advanced English-speaking country without same-sex marriage?,Opposition frontbencher Andrew Leigh is among those who claim Australia is the last advanced English-speaking country not to allow same-sex marriage.,Andrew Leigh,Overstated,Labor,Social Issues,same sex marriage,Fri Aug 25 06:52:55 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-08-25 06:52:55,0
309,8830238.0,https://www.abc.net.au/news/8830238,Fact check: Is scepticism about FODMAPs causing gut problems justified?,Are FODMAPs a type of food that causes digestive problems for up to one in three people?,Steve Baxter,Hard to stomach,Industry,Health,Digestion,Wed Aug 23 06:58:02 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-08-23 06:58:02,0
310,8849294.0,https://www.abc.net.au/news/8849294,Fact check: Does Australians' spending on pets show how little the nation spends on foreign aid?,Labor senator Sam Dastyari claims Australia spent three times more on pets in 2016 than it did on foreign aid.,Sam Dastyari,Faulty Reasoning,Labor,Economy,"Foreign Aid, Social Issues, Spending, Budget",Mon Sep 11 07:01:29 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-09-11 07:01:29,0
311,8849784.0,https://www.abc.net.au/news/8849784,Fact check: Did the mining boom play no role in staving off a recession during the global financial crisis?,"Australia was among a small handful of the world's advanced economies to avoid recession during the global financial crisis. Wayne Swan, the treasurer during the crisis, claims the mining boom played no role staving off recession.",Wayne Swan,Over the top,Labor,Economy,"global financial crisis, GFC, Mining",Wed Aug 30 06:51:37 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-08-30 06:51:37,0
312,8874064.0,https://www.abc.net.au/news/8874064,Fact check: What does the High Court think about dual nationality?,"Shadow attorney-general Mark Dreyfus claims that on the High Court's current interpretation, Nationals Senators Fiona Nash and Matt Canavan, as well as Deputy Prime Minister Barnaby Joyce would be ineligible to sit in Parliament.",Mark Dreyfus,Not cut and dried,Labor,Politics,"Dual nationals, High Court",Fri Sep 08 06:44:56 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-09-08 06:44:56,0
313,8948552.0,https://www.abc.net.au/news/8948552,Fact check: Are Labor's policies socialist?,The Coalition's Deputy Leader in the Senate Mathias Cormann claims Labor's policies are reverting to the socialism of the Cold War era.,Mathias Cormann,Sensationalist,Liberal,Politics,Socialism,Wed Sep 20 06:53:20 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-09-20 06:53:20,0
314,8948840.0,https://www.abc.net.au/news/8948840,Fact check: Is there evidence that mandatory drug testing of welfare recipients can help drug users get off welfare?,"Social Services Minister Christian Porter claims there is ""lots of evidence"" that mandatory drug testing of welfare recipients can help drug users come off welfare payments and move into jobs. ",Christian Porter,Wishful thinking,Liberal,Social Issues,"Legislation, drug testing, welfare",Mon Sep 18 06:05:12 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-09-18 06:05:12,0
315,8974742.0,https://www.abc.net.au/news/8974742,Fact check: Is Australia in breach of its UN anti-corruption obligations?,Prominent barrister Geoffrey Watson SC claims Australia is in breach of its anti-corruption obligations under international law by not having a federal anti-corruption body.,Geoffrey Watson SC,Debatable,Industry,Politics,"Corruption, legislation",Thu Sep 28 06:47:10 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-09-28 06:47:10,0
316,8981092.0,https://www.abc.net.au/news/8981092,Fact check: Was Lachlan Macquarie a mass murderer who ordered the genocide of Indigenous people?,"Macquarie University Indigenous academic Bronwyn Carlson offered a rewording of the Hyde Park tribute to colonial administrator Lachlan Macquarie: ""'Here stands a mass murderer who ordered the genocide of Indigenous people'""",Bronwyn Carlson,Not cut and dried,Industry,Social Issues,"History, genocide, Indigenous studies",Wed Sep 27 06:23:07 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-09-27 06:23:07,0
317,8992846.0,https://www.abc.net.au/news/8992846,Fact check: Do same-sex couples in a settled domestic relationship have the same rights as married couples?,"Former prime minister Tony Abbott claims ""same-sex couples in a settled domestic relationship have exactly the same rights as people who are married"".",Tony Abbott,Exaggerated,Liberal,Social Issues,Same-sex marriage,Tue Oct 03 06:53:33 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-10-03 06:53:33,0
318,9010110.0,https://www.abc.net.au/news/9010110,Fact check: Does Myanmar's military have absolute freedom to do what it wishes?,"Former prime minister Kevin Rudd claims Myanmar's military has ""absolute freedom to do what they wish"".",Kevin Rudd,Oversimplified,Labor,Foreign Affairs,International relations,Thu Oct 19 06:57:26 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-10-19 06:57:26,0
319,9023960.0,https://www.abc.net.au/news/9023960,Fact check: Is a coronary calcium score the best indicator of heart attack risk?,"Sydney cardiologist Dr Ross Walker claims that a scan for coronary calcium is a better indicator of heart attack risk than checks for blood pressure and cholesterol, and is a necessary test for all older Australians.",Dr Ross Walker,More to the story,Industry,Health,,Tue Oct 10 06:38:15 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-10-10 06:38:15,0
320,9033650.0,https://www.abc.net.au/news/9033650,Fact check: Are there more women in federal cabinet now than ever before?,Prime Minister Malcolm Turnbull claims there are more women in his current cabinet than in any previous government.,Malcolm Turnbull,Wrong,Liberal,Gender,Equality,Wed Oct 11 06:38:56 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-10-11 06:38:56,0
321,9033940.0,https://www.abc.net.au/news/9033940,Fact check: Will Australia be uncompetitive on company tax if the Government's reforms fail?,"Treasurer Scott Morrison claims if the Government's enterprise tax plan is not passed by Parliament, Australia's corporate tax rate will remain uncompetitive with those of other countries.",Scott Morrison,Close to the mark,Liberal,Economy,Tax cuts,Fri Oct 13 06:13:42 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2017-10-13 06:13:42,0
322,9042818.0,https://www.abc.net.au/news/9042818,Fact check: Is Victoria set to legislate the strictest political donation laws in the country?,"Victorian Premier Daniel Andrews claims his proposed reforms to the state's political donation laws will be ""the strictest donation laws in the country"". ",Daniel Andrews,Fair Call,Labor,Politics,Political donations,Tue Oct 17 06:31:30 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2017-10-17 06:31:30,0
323,9083562.0,https://www.abc.net.au/news/9083562,Fact check: Is Malcolm Turnbull's comparison of Kenyan and Australian broadband valid?,"Prime Minister Malcolm Turnbull claims ""one-and-a-half per cent of people in Kenya have access to broadband. In Australia, it's 90 per cent"". ",Malcolm Turnbull,Not the full story,Liberal,Infrastructure,"internet, broadband",Tue Nov 07 06:53:31 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-11-07 06:53:31,0
324,9087024.0,https://www.abc.net.au/news/9087024,Fact check: Has legalising same-sex marriage in the UK had consequences for the school curriculum?,"Vice President of the Federal Liberal Party, Karina Okotel claims legalising same-sex marriage in England has had an impact on the school curriculum.",Karina Okotel,Baseless,Liberal,Social Issues,same sex marriage,Mon Oct 30 06:34:21 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-10-30 06:34:21,0
325,9111150.0,https://www.abc.net.au/news/9111150,Fact check: Is Newstart spending growth lower under the Coalition and are recipients moving off it faster?,Social Services Minister Christian Porter claims Newstart spending growth under Labor was higher than under the Coalition because people are moving off the payment into employment more quickly.,Christian Porter,Spin,Liberal,Social Issues,"Newstart, social services",Fri Nov 17 06:19:20 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-11-17 06:19:20,0
326,9116640.0,https://www.abc.net.au/news/9116640,Fact check: Has assisted dying been a legal slippery slope overseas?,"Former prime minister Paul Keating claims the experience of assisted dying legislation in ""overseas jurisdictions suggests the pressures for further liberalisation are irresistible"". ",Paul Keating,Doesn't check out,Labor,Health,Assisted dying,Fri Nov 10 06:30:05 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-11-10 06:30:05,0
327,9148448.0,https://www.abc.net.au/news/9148448,Fact check: Did Infrastructure Australia say Queensland's Cross River Rail project is not needed until 2036?,"The Leader of One Nation in Queensland, Steve Dickson, says Infrastructure Australia has said the Cross River Rail project is ""not needed"" until 2036. ",Steve Dickson,Spin,One_Nation_Party,Infrastructure,,Wed Nov 22 17:08:37 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-11-22 17:08:37,0
328,9152266.0,https://www.abc.net.au/news/9152266,Fact check: Did Queensland see its largest fall in jobs on record last year?,"A policy document from the Liberal National Party in Queensland claims that the state is vying for last place in terms of unemployment, and that a record 30,000 jobs were lost in the state last year.",Liberal National Party,Misleading,LNP QLD,Employment,,Wed Nov 22 06:30:10 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-11-22 06:30:10,0
329,9174886.0,https://www.abc.net.au/news/9174886,Fact check: Did Queensland electricity prices rise 1.9pc a year under Labor and 43pc during the Liberal's full term?,Queensland Premier Annastacia Palaszczuk claims electricity prices jumped under the Liberal National Party and rose to a lesser extent under Labor. But the figures she quotes do not tell the whole story.,Annastacia Palaszczuk,Cherrypicking,Labor,Economy,"Utility, electricity prices",Thu Nov 23 06:59:34 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-11-23 06:59:34,0
330,9183596.0,https://www.abc.net.au/news/9183596,Fact check: Is Queensland clearing land as fast as Brazil?,"The Queensland Greens' website claims land clearing in Queensland is on par with Brazil, with more than 1 million hectares of native bush and forest being cleared over the last four years",QLD Greens,Fair Call,Greens,Environment,,Fri Dec 01 12:02:58 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-12-01 12:02:58,0
331,9202902.0,https://www.abc.net.au/news/9202902,Fact check: Is a person torn to pieces by a crocodile every three months in north Queensland?,"Katter's Australian Party MP Bob Katter claims a person is ""torn to pieces"" every three months by a crocodile in north Queensland.",Bob Katter,Wrong,National_Party,Environment,,Thu Nov 30 08:01:52 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2017-11-30 08:01:52,0
332,9228574.0,https://www.abc.net.au/news/9228574,Fact check: Did Kristina Keneally cut school funding while she was premier of NSW?,"Education Minister Simon Birmingham claims Kristina Keneally cut education funding while she was NSW premier, but she says funding increased in every key area under her government. ",Simon Birmingham,"Wide of the mark, more to the story",Liberal,Education,Funding,Wed Dec 13 07:07:15 EST 2017,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2017-12-13 07:07:15,0
